Country Name,Country Code,Indicator Name,GDP_perCapita,Year
Greece,GRC,GDP per capita (current US$),13472.13761,1998
Grenada,GRD,GDP per capita (current US$),4370.618317,1998
Greenland,GRL,GDP per capita (current US$),20496.66137,1998
Guatemala,GTM,GDP per capita (current US$),1755.849582,1998
Guam,GUM,GDP per capita (current US$),0.0,1998
Guyana,GUY,GDP per capita (current US$),951.9124771,1998
High income,HIC,GDP per capita (current US$),24269.71954,1998
"Hong Kong SAR, China",HKG,GDP per capita (current US$),25808.97095,1998
Honduras,HND,GDP per capita (current US$),1023.460734,1998
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),344.0974623,1998
Croatia,HRV,GDP per capita (current US$),5640.328953,1998
Haiti,HTI,GDP per capita (current US$),455.5418961,1998
Hungary,HUN,GDP per capita (current US$),4744.212264,1998
IBRD only,IBD,GDP per capita (current US$),1413.816086,1998
IDA & IBRD total,IBT,GDP per capita (current US$),1201.807272,1998
IDA total,IDA,GDP per capita (current US$),399.1721644,1998
IDA blend,IDB,GDP per capita (current US$),505.433417,1998
Indonesia,IDN,GDP per capita (current US$),463.9481582,1998
IDA only,IDX,GDP per capita (current US$),344.6528981,1998
Isle of Man,IMN,GDP per capita (current US$),18450.48294,1998
India,IND,GDP per capita (current US$),413.2989322,1998
Not classified,INX,GDP per capita (current US$),0.0,1998
Ireland,IRL,GDP per capita (current US$),24273.93386,1998
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),1723.835367,1998
Iraq,IRQ,GDP per capita (current US$),932.3097306,1998
Iceland,ISL,GDP per capita (current US$),31030.0536,1998
Israel,ISR,GDP per capita (current US$),19462.06649,1998
Italy,ITA,GDP per capita (current US$),22318.1373,1998
Jamaica,JAM,GDP per capita (current US$),3368.194716,1998
Jordan,JOR,GDP per capita (current US$),1600.397931,1998
Japan,JPN,GDP per capita (current US$),31902.7671,1998
Kazakhstan,KAZ,GDP per capita (current US$),1468.669291,1998
Kenya,KEN,GDP per capita (current US$),465.909801,1998
Kyrgyz Republic,KGZ,GDP per capita (current US$),345.1381316,1998
Cambodia,KHM,GDP per capita (current US$),268.9903722,1998
Kiribati,KIR,GDP per capita (current US$),801.0843947,1998
St. Kitts and Nevis,KNA,GDP per capita (current US$),8866.566371,1998
"Korea, Rep.",KOR,GDP per capita (current US$),8281.699982,1998
Kuwait,KWT,GDP per capita (current US$),14166.16413,1998
Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),4410.905001,1998
Lao PDR,LAO,GDP per capita (current US$),248.8390915,1998
Lebanon,LBN,GDP per capita (current US$),4669.585388,1998
Liberia,LBR,GDP per capita (current US$),0.0,1998
Libya,LBY,GDP per capita (current US$),5243.596535,1998
St. Lucia,LCA,GDP per capita (current US$),5733.826989,1998
Latin America & Caribbean,LCN,GDP per capita (current US$),4549.050245,1998
Least developed countries: UN classification,LDC,GDP per capita (current US$),299.5137187,1998
Low income,LIC,GDP per capita (current US$),276.7790254,1998
Liechtenstein,LIE,GDP per capita (current US$),76757.30022,1998
Sri Lanka,LKA,GDP per capita (current US$),850.8116039,1998
Lower middle income,LMC,GDP per capita (current US$),558.8140589,1998
Low & middle income,LMY,GDP per capita (current US$),1137.661669,1998
Lesotho,LSO,GDP per capita (current US$),464.804531,1998
Late-demographic dividend,LTE,GDP per capita (current US$),1666.657981,1998
Lithuania,LTU,GDP per capita (current US$),3166.666533,1998
Luxembourg,LUX,GDP per capita (current US$),47584.46439,1998
Latvia,LVA,GDP per capita (current US$),2970.586351,1998
"Macao SAR, China",MAC,GDP per capita (current US$),16595.29338,1998
St. Martin (French part),MAF,GDP per capita (current US$),0.0,1998
Morocco,MAR,GDP per capita (current US$),1472.385983,1998
Monaco,MCO,GDP per capita (current US$),92999.25345,1998
Moldova,MDA,GDP per capita (current US$),578.9097663,1998
Madagascar,MDG,GDP per capita (current US$),297.2536718,1998
Maldives,MDV,GDP per capita (current US$),2011.944337,1998
Middle East & North Africa,MEA,GDP per capita (current US$),2657.627196,1998
Mexico,MEX,GDP per capita (current US$),5481.181954,1998
Marshall Islands,MHL,GDP per capita (current US$),2229.712447,1998
Middle income,MIC,GDP per capita (current US$),1207.740269,1998
North Macedonia,MKD,GDP per capita (current US$),1866.854729,1998
Mali,MLI,GDP per capita (current US$),281.8725493,1998
Malta,MLT,GDP per capita (current US$),10409.30845,1998
Myanmar,MMR,GDP per capita (current US$),0.0,1998
Middle East & North Africa (excluding high income),MNA,GDP per capita (current US$),1511.650133,1998
Montenegro,MNE,GDP per capita (current US$),0.0,1998
Mongolia,MNG,GDP per capita (current US$),477.3341262,1998
Northern Mariana Islands,MNP,GDP per capita (current US$),0.0,1998
Mozambique,MOZ,GDP per capita (current US$),313.0661607,1998
Mauritania,MRT,GDP per capita (current US$),814.1703353,1998
Mauritius,MUS,GDP per capita (current US$),3593.234081,1998
Malawi,MWI,GDP per capita (current US$),165.8952835,1998
Malaysia,MYS,GDP per capita (current US$),3263.334883,1998
North America,NAC,GDP per capita (current US$),31691.91778,1998
Namibia,NAM,GDP per capita (current US$),2236.671499,1998
New Caledonia,NCL,GDP per capita (current US$),15387.86958,1998
Niger,NER,GDP per capita (current US$),250.6574617,1998
Nigeria,NGA,GDP per capita (current US$),469.4305487,1998
Nicaragua,NIC,GDP per capita (current US$),943.9228567,1998
Netherlands,NLD,GDP per capita (current US$),27885.80838,1998
Norway,NOR,GDP per capita (current US$),34788.35985,1998
Nepal,NPL,GDP per capita (current US$),210.6115609,1998
Nauru,NRU,GDP per capita (current US$),0.0,1998
New Zealand,NZL,GDP per capita (current US$),14738.44557,1998
OECD members,OED,GDP per capita (current US$),21690.15192,1998
Oman,OMN,GDP per capita (current US$),6215.715369,1998
Other small states,OSS,GDP per capita (current US$),3733.605227,1998
Pakistan,PAK,GDP per capita (current US$),461.2167361,1998
Panama,PAN,GDP per capita (current US$),3974.664305,1998
Peru,PER,GDP per capita (current US$),2163.119357,1998
Philippines,PHL,GDP per capita (current US$),966.9892338,1998
Palau,PLW,GDP per capita (current US$),0.0,1998
Papua New Guinea,PNG,GDP per capita (current US$),678.8966674,1998
Poland,POL,GDP per capita (current US$),4518.108226,1998
Pre-demographic dividend,PRE,GDP per capita (current US$),404.9008388,1998
Puerto Rico,PRI,GDP per capita (current US$),14304.40499,1998
"Korea, Dem. People's Rep.",PRK,GDP per capita (current US$),0.0,1998
Portugal,PRT,GDP per capita (current US$),12199.20639,1998
Paraguay,PRY,GDP per capita (current US$),1812.993667,1998
West Bank and Gaza,PSE,GDP per capita (current US$),1465.046057,1998
Pacific island small states,PSS,GDP per capita (current US$),1780.27116,1998
Post-demographic dividend,PST,GDP per capita (current US$),24381.27887,1998
French Polynesia,PYF,GDP per capita (current US$),16303.0238,1998
Qatar,QAT,GDP per capita (current US$),18593.41407,1998
Romania,ROU,GDP per capita (current US$),1852.467309,1998
Russian Federation,RUS,GDP per capita (current US$),1834.861843,1998
Rwanda,RWA,GDP per capita (current US$),285.7102739,1998
South Asia,SAS,GDP per capita (current US$),416.9828766,1998
Saudi Arabia,SAU,GDP per capita (current US$),7419.161144,1998
Sudan,SDN,GDP per capita (current US$),355.1525542,1998
Senegal,SEN,GDP per capita (current US$),695.9523781,1998
Singapore,SGP,GDP per capita (current US$),21829.29987,1998
Solomon Islands,SLB,GDP per capita (current US$),1171.427864,1998
Sierra Leone,SLE,GDP per capita (current US$),153.458492,1998
El Salvador,SLV,GDP per capita (current US$),1886.359966,1998
San Marino,SMR,GDP per capita (current US$),0.0,1998
Somalia,SOM,GDP per capita (current US$),0.0,1998
Serbia,SRB,GDP per capita (current US$),2571.17271,1998
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),587.1635867,1998
South Sudan,SSD,GDP per capita (current US$),0.0,1998
Sub-Saharan Africa,SSF,GDP per capita (current US$),588.0604026,1998
Small states,SST,GDP per capita (current US$),3817.726247,1998
Sao Tome and Principe,STP,GDP per capita (current US$),0.0,1998
Suriname,SUR,GDP per capita (current US$),2415.742066,1998
Slovak Republic,SVK,GDP per capita (current US$),5538.616465,1998
Slovenia,SVN,GDP per capita (current US$),11175.77103,1998
Sweden,SWE,GDP per capita (current US$),30596.5272,1998
Eswatini,SWZ,GDP per capita (current US$),1609.214093,1998
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),0.0,1998
Seychelles,SYC,GDP per capita (current US$),7715.918147,1998
Syrian Arab Republic,SYR,GDP per capita (current US$),974.4389492,1998
Turks and Caicos Islands,TCA,GDP per capita (current US$),0.0,1998
Chad,TCD,GDP per capita (current US$),224.5537395,1998
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),813.6041707,1998
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),2181.338378,1998
Togo,TGO,GDP per capita (current US$),342.6579042,1998
Thailand,THA,GDP per capita (current US$),1845.82887,1998
Tajikistan,TJK,GDP per capita (current US$),219.0402456,1998
Turkmenistan,TKM,GDP per capita (current US$),590.3871315,1998
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),4490.563563,1998
Timor-Leste,TLS,GDP per capita (current US$),0.0,1998
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita (current US$),1512.178651,1998
Tonga,TON,GDP per capita (current US$),1973.544795,1998
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),416.9828766,1998
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),588.0604026,1998
Trinidad and Tobago,TTO,GDP per capita (current US$),4790.123738,1998
Tunisia,TUN,GDP per capita (current US$),2292.711741,1998
Turkey,TUR,GDP per capita (current US$),4499.737508,1998
Tuvalu,TUV,GDP per capita (current US$),1367.084534,1998
Tanzania,TZA,GDP per capita (current US$),395.5326208,1998
Uganda,UGA,GDP per capita (current US$),295.4052653,1998
Ukraine,UKR,GDP per capita (current US$),835.2509828,1998
Upper middle income,UMC,GDP per capita (current US$),1921.522268,1998
Uruguay,URY,GDP per capita (current US$),7713.618768,1998
United States,USA,GDP per capita (current US$),32853.67695,1998
Uzbekistan,UZB,GDP per capita (current US$),623.2161328,1998
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),3465.623925,1998
"Venezuela, RB",VEN,GDP per capita (current US$),3921.718474,1998
British Virgin Islands,VGB,GDP per capita (current US$),0.0,1998
Virgin Islands (U.S.),VIR,GDP per capita (current US$),0.0,1998
Vietnam,VNM,GDP per capita (current US$),348.3243173,1998
Vanuatu,VUT,GDP per capita (current US$),1473.666114,1998
World,WLD,GDP per capita (current US$),5273.857683,1998
Samoa,WSM,GDP per capita (current US$),1559.147665,1998
Kosovo,XKX,GDP per capita (current US$),0.0,1998
"Yemen, Rep.",YEM,GDP per capita (current US$),384.4999404,1998
South Africa,ZAF,GDP per capita (current US$),3154.011816,1998
Zambia,ZMB,GDP per capita (current US$),358.5559589,1998
Zimbabwe,ZWE,GDP per capita (current US$),544.9838381,1998
Aruba,ABW,GDP per capita (current US$),19355.33354,1999
Africa Eastern and Southern,AFE,GDP per capita (current US$),635.1433677,1999
Afghanistan,AFG,GDP per capita (current US$),0.0,1999
Africa Western and Central,AFW,GDP per capita (current US$),500.4361797,1999
Angola,AGO,GDP per capita (current US$),387.7851241,1999
Albania,ALB,GDP per capita (current US$),1033.241693,1999
Andorra,AND,GDP per capita (current US$),19262.30899,1999
Arab World,ARB,GDP per capita (current US$),2377.023018,1999
United Arab Emirates,ARE,GDP per capita (current US$),28470.88586,1999
Argentina,ARG,GDP per capita (current US$),7774.736203,1999
Armenia,ARM,GDP per capita (current US$),597.4328988,1999
American Samoa,ASM,GDP per capita (current US$),0.0,1999
Antigua and Barbuda,ATG,GDP per capita (current US$),10260.59941,1999
Australia,AUS,GDP per capita (current US$),20533.03506,1999
Austria,AUT,GDP per capita (current US$),27174.29716,1999
Azerbaijan,AZE,GDP per capita (current US$),573.9165123,1999
Burundi,BDI,GDP per capita (current US$),128.9389187,1999
Belgium,BEL,GDP per capita (current US$),25244.27505,1999
Benin,BEN,GDP per capita (current US$),551.8213852,1999
Burkina Faso,BFA,GDP per capita (current US$),300.4217239,1999
Bangladesh,BGD,GDP per capita (current US$),409.5431838,1999
Bulgaria,BGR,GDP per capita (current US$),1659.718346,1999
Bahrain,BHR,GDP per capita (current US$),10401.56215,1999
"Bahamas, The",BHS,GDP per capita (current US$),26130.01296,1999
Bosnia and Herzegovina,BIH,GDP per capita (current US$),1251.747595,1999
Belarus,BLR,GDP per capita (current US$),1212.045978,1999
Belize,BLZ,GDP per capita (current US$),3066.095151,1999
Bermuda,BMU,GDP per capita (current US$),54245.45974,1999
Bolivia,BOL,GDP per capita (current US$),1003.392231,1999
Brazil,BRA,GDP per capita (current US$),3478.37275,1999
Barbados,BRB,GDP per capita (current US$),10914.28224,1999
Brunei Darussalam,BRN,GDP per capita (current US$),14101.17285,1999
Bhutan,BTN,GDP per capita (current US$),690.9127435,1999
Botswana,BWA,GDP per capita (current US$),3405.821058,1999
Central African Republic,CAF,GDP per capita (current US$),280.9084242,1999
Canada,CAN,GDP per capita (current US$),22315.24667,1999
Central Europe and the Baltics,CEB,GDP per capita (current US$),3986.19601,1999
Switzerland,CHE,GDP per capita (current US$),41786.23414,1999
Channel Islands,CHI,GDP per capita (current US$),42444.00762,1999
Chile,CHL,GDP per capita (current US$),4957.777557,1999
China,CHN,GDP per capita (current US$),873.2870617,1999
Cote d'Ivoire,CIV,GDP per capita (current US$),771.968406,1999
Cameroon,CMR,GDP per capita (current US$),708.445077,1999
"Congo, Dem. Rep.",COD,GDP per capita (current US$),102.5979732,1999
"Congo, Rep.",COG,GDP per capita (current US$),774.7119448,1999
Colombia,COL,GDP per capita (current US$),2209.93165,1999
Comoros,COM,GDP per capita (current US$),723.1782555,1999
Cabo Verde,CPV,GDP per capita (current US$),1408.986203,1999
Costa Rica,CRI,GDP per capita (current US$),3668.80207,1999
Caribbean small states,CSS,GDP per capita (current US$),4938.52388,1999
Cuba,CUB,GDP per capita (current US$),2558.904101,1999
Curacao,CUW,GDP per capita (current US$),0.0,1999
Cayman Islands,CYM,GDP per capita (current US$),0.0,1999
Cyprus,CYP,GDP per capita (current US$),15287.91913,1999
Czech Republic,CZE,GDP per capita (current US$),6337.41912,1999
Germany,DEU,GDP per capita (current US$),26725.91522,1999
Djibouti,DJI,GDP per capita (current US$),765.8583232,1999
Dominica,DMA,GDP per capita (current US$),4751.092101,1999
Denmark,DNK,GDP per capita (current US$),33440.79481,1999
Dominican Republic,DOM,GDP per capita (current US$),2653.225124,1999
Algeria,DZA,GDP per capita (current US$),1588.348908,1999
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),876.1748215,1999
Early-demographic dividend,EAR,GDP per capita (current US$),1251.334845,1999
East Asia & Pacific,EAS,GDP per capita (current US$),3779.442347,1999
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),1605.216665,1999
Europe & Central Asia,ECS,GDP per capita (current US$),12399.90578,1999
Ecuador,ECU,GDP per capita (current US$),1578.934298,1999
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),1343.551963,1999
Euro area,EMU,GDP per capita (current US$),22213.30346,1999
Eritrea,ERI,GDP per capita (current US$),307.9099092,1999
Spain,ESP,GDP per capita (current US$),15715.33227,1999
Estonia,EST,GDP per capita (current US$),4144.631124,1999
Ethiopia,ETH,GDP per capita (current US$),119.6840763,1999
European Union,EUU,GDP per capita (current US$),18477.31735,1999
Fragile and conflict affected situations,FCS,GDP per capita (current US$),667.8139788,1999
Finland,FIN,GDP per capita (current US$),26177.34798,1999
Fiji,FJI,GDP per capita (current US$),2401.686422,1999
France,FRA,GDP per capita (current US$),24673.20305,1999
Faroe Islands,FRO,GDP per capita (current US$),24129.41289,1999
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),2042.707086,1999
Gabon,GAB,GDP per capita (current US$),3888.879467,1999
United Kingdom,GBR,GDP per capita (current US$),28665.70749,1999
Georgia,GEO,GDP per capita (current US$),673.5434387,1999
Ghana,GHA,GDP per capita (current US$),410.3340116,1999
Gibraltar,GIB,GDP per capita (current US$),0.0,1999
Guinea,GIN,GDP per capita (current US$),429.7196923,1999
"Gambia, The",GMB,GDP per capita (current US$),637.9390629,1999
Guinea-Bissau,GNB,GDP per capita (current US$),190.6723062,1999
Equatorial Guinea,GNQ,GDP per capita (current US$),1067.643955,1999
Greece,GRC,GDP per capita (current US$),13245.18944,1999
Grenada,GRD,GDP per capita (current US$),4705.790063,1999
Greenland,GRL,GDP per capita (current US$),20170.43842,1999
Guatemala,GTM,GDP per capita (current US$),1619.510736,1999
Guam,GUM,GDP per capita (current US$),0.0,1999
Guyana,GUY,GDP per capita (current US$),926.7403362,1999
High income,HIC,GDP per capita (current US$),25332.10301,1999
"Hong Kong SAR, China",HKG,GDP per capita (current US$),25091.6666,1999
Honduras,HND,GDP per capita (current US$),1002.716922,1999
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),336.9366323,1999
Croatia,HRV,GDP per capita (current US$),5198.092739,1999
Haiti,HTI,GDP per capita (current US$),499.3029687,1999
Hungary,HUN,GDP per capita (current US$),4793.478522,1999
IBRD only,IBD,GDP per capita (current US$),1359.787215,1999
IDA & IBRD total,IBT,GDP per capita (current US$),1157.387832,1999
IDA total,IDA,GDP per capita (current US$),401.3149855,1999
IDA blend,IDB,GDP per capita (current US$),514.0340363,1999
Indonesia,IDN,GDP per capita (current US$),671.0986097,1999
IDA only,IDX,GDP per capita (current US$),343.2438893,1999
Isle of Man,IMN,GDP per capita (current US$),20624.8028,1999
India,IND,GDP per capita (current US$),441.9987604,1999
Not classified,INX,GDP per capita (current US$),0.0,1999
Ireland,IRL,GDP per capita (current US$),26294.69268,1999
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),1756.896803,1999
Iraq,IRQ,GDP per capita (current US$),1617.467894,1999
Iceland,ISL,GDP per capita (current US$),32381.62524,1999
Israel,ISR,GDP per capita (current US$),19163.03291,1999
Italy,ITA,GDP per capita (current US$),21997.62432,1999
Jamaica,JAM,GDP per capita (current US$),3375.674975,1999
Jordan,JOR,GDP per capita (current US$),1619.535865,1999
Japan,JPN,GDP per capita (current US$),36026.55608,1999
Kazakhstan,KAZ,GDP per capita (current US$),1130.117844,1999
Kenya,KEN,GDP per capita (current US$),414.6793098,1999
Kyrgyz Republic,KGZ,GDP per capita (current US$),258.0492288,1999
Cambodia,KHM,GDP per capita (current US$),295.9031784,1999
Kiribati,KIR,GDP per capita (current US$),832.0247088,1999
St. Kitts and Nevis,KNA,GDP per capita (current US$),9320.881307,1999
"Korea, Rep.",KOR,GDP per capita (current US$),10672.41793,1999
Kuwait,KWT,GDP per capita (current US$),15435.13113,1999
Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),3853.294282,1999
Lao PDR,LAO,GDP per capita (current US$),277.810213,1999
Lebanon,LBN,GDP per capita (current US$),4640.384413,1999
Liberia,LBR,GDP per capita (current US$),0.0,1999
Libya,LBY,GDP per capita (current US$),6819.039576,1999
St. Lucia,LCA,GDP per capita (current US$),5947.891784,1999
Latin America & Caribbean,LCN,GDP per capita (current US$),4042.987953,1999
Least developed countries: UN classification,LDC,GDP per capita (current US$),298.4607421,1999
Low income,LIC,GDP per capita (current US$),270.9475165,1999
Liechtenstein,LIE,GDP per capita (current US$),81307.06837,1999
Sri Lanka,LKA,GDP per capita (current US$),838.8834628,1999
Lower middle income,LMC,GDP per capita (current US$),592.9282015,1999
Low & middle income,LMY,GDP per capita (current US$),1095.808874,1999
Lesotho,LSO,GDP per capita (current US$),451.9269342,1999
Late-demographic dividend,LTE,GDP per capita (current US$),1526.898495,1999
Lithuania,LTU,GDP per capita (current US$),3113.17906,1999
Luxembourg,LUX,GDP per capita (current US$),51654.4028,1999
Latvia,LVA,GDP per capita (current US$),3148.071543,1999
"Macao SAR, China",MAC,GDP per capita (current US$),15649.65887,1999
St. Martin (French part),MAF,GDP per capita (current US$),0.0,1999
Morocco,MAR,GDP per capita (current US$),1447.969193,1999
Monaco,MCO,GDP per capita (current US$),91283.25659,1999
Moldova,MDA,GDP per capita (current US$),399.6207703,1999
Madagascar,MDG,GDP per capita (current US$),279.9212866,1999
Maldives,MDV,GDP per capita (current US$),2154.268226,1999
Middle East & North Africa,MEA,GDP per capita (current US$),2840.442588,1999
Mexico,MEX,GDP per capita (current US$),6157.193044,1999
Marshall Islands,MHL,GDP per capita (current US$),2267.569122,1999
Middle income,MIC,GDP per capita (current US$),1163.952539,1999
North Macedonia,MKD,GDP per capita (current US$),1908.593544,1999
Mali,MLI,GDP per capita (current US$),323.28717,1999
Malta,MLT,GDP per capita (current US$),10633.60338,1999
Myanmar,MMR,GDP per capita (current US$),165.4532771,1999
Middle East & North Africa (excluding high income),MNA,GDP per capita (current US$),1625.215986,1999
Montenegro,MNE,GDP per capita (current US$),0.0,1999
Mongolia,MNG,GDP per capita (current US$),444.9945833,1999
Northern Mariana Islands,MNP,GDP per capita (current US$),0.0,1999
Mozambique,MOZ,GDP per capita (current US$),346.5754492,1999
Mauritania,MRT,GDP per capita (current US$),775.2720141,1999
Mauritius,MUS,GDP per capita (current US$),3695.934909,1999
Malawi,MWI,GDP per capita (current US$),163.6142015,1999
Malaysia,MYS,GDP per capita (current US$),3492.670125,1999
North America,NAC,GDP per capita (current US$),33319.27356,1999
Namibia,NAM,GDP per capita (current US$),2193.223615,1999
New Caledonia,NCL,GDP per capita (current US$),14611.8328,1999
Niger,NER,GDP per capita (current US$),232.1873864,1999
Nigeria,NGA,GDP per capita (current US$),497.8415739,1999
Nicaragua,NIC,GDP per capita (current US$),972.8867935,1999
Netherlands,NLD,GDP per capita (current US$),28263.09671,1999
Norway,NOR,GDP per capita (current US$),36371.05095,1999
Nepal,NPL,GDP per capita (current US$),214.1067032,1999
Nauru,NRU,GDP per capita (current US$),0.0,1999
New Zealand,NZL,GDP per capita (current US$),15322.22383,1999
OECD members,OED,GDP per capita (current US$),22606.76745,1999
Oman,OMN,GDP per capita (current US$),6915.370949,1999
Other small states,OSS,GDP per capita (current US$),3941.249863,1999
Pakistan,PAK,GDP per capita (current US$),454.2761123,1999
Panama,PAN,GDP per capita (current US$),4082.614583,1999
Peru,PER,GDP per capita (current US$),1924.486419,1999
Philippines,PHL,GDP per capita (current US$),1087.378156,1999
Palau,PLW,GDP per capita (current US$),0.0,1999
Papua New Guinea,PNG,GDP per capita (current US$),608.2815307,1999
Poland,POL,GDP per capita (current US$),4398.081043,1999
Pre-demographic dividend,PRE,GDP per capita (current US$),432.657074,1999
Puerto Rico,PRI,GDP per capita (current US$),15220.99134,1999
"Korea, Dem. People's Rep.",PRK,GDP per capita (current US$),0.0,1999
Portugal,PRT,GDP per capita (current US$),12471.07936,1999
Paraguay,PRY,GDP per capita (current US$),1694.11121,1999
West Bank and Gaza,PSE,GDP per capita (current US$),1499.492177,1999
Pacific island small states,PSS,GDP per capita (current US$),1935.280799,1999
Post-demographic dividend,PST,GDP per capita (current US$),25469.74419,1999
French Polynesia,PYF,GDP per capita (current US$),16074.27098,1999
Qatar,QAT,GDP per capita (current US$),21723.8142,1999
Romania,ROU,GDP per capita (current US$),1599.889533,1999
Russian Federation,RUS,GDP per capita (current US$),1330.757236,1999
Rwanda,RWA,GDP per capita (current US$),287.3738192,1999
South Asia,SAS,GDP per capita (current US$),438.310721,1999
Saudi Arabia,SAU,GDP per capita (current US$),8007.958194,1999
Sudan,SDN,GDP per capita (current US$),328.068653,1999
Senegal,SEN,GDP per capita (current US$),693.1804693,1999
Singapore,SGP,GDP per capita (current US$),21796.08444,1999
Solomon Islands,SLB,GDP per capita (current US$),1215.167354,1999
Sierra Leone,SLE,GDP per capita (current US$),150.0064246,1999
El Salvador,SLV,GDP per capita (current US$),1930.627457,1999
San Marino,SMR,GDP per capita (current US$),40864.32547,1999
Somalia,SOM,GDP per capita (current US$),0.0,1999
Serbia,SRB,GDP per capita (current US$),2571.30404,1999
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),578.7131548,1999
South Sudan,SSD,GDP per capita (current US$),0.0,1999
Sub-Saharan Africa,SSF,GDP per capita (current US$),579.609234,1999
Small states,SST,GDP per capita (current US$),4029.139024,1999
Sao Tome and Principe,STP,GDP per capita (current US$),0.0,1999
Suriname,SUR,GDP per capita (current US$),1904.44518,1999
Slovak Republic,SVK,GDP per capita (current US$),5643.675109,1999
Slovenia,SVN,GDP per capita (current US$),11452.78312,1999
Sweden,SWE,GDP per capita (current US$),30941.07936,1999
Eswatini,SWZ,GDP per capita (current US$),1557.063331,1999
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),0.0,1999
Seychelles,SYC,GDP per capita (current US$),7747.612159,1999
Syrian Arab Republic,SYR,GDP per capita (current US$),991.2503996,1999
Turks and Caicos Islands,TCA,GDP per capita (current US$),0.0,1999
Chad,TCD,GDP per capita (current US$),190.5590719,1999
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),885.5810289,1999
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),1891.061635,1999
Togo,TGO,GDP per capita (current US$),329.8164697,1999
Thailand,THA,GDP per capita (current US$),2033.258009,1999
Tajikistan,TJK,GDP per capita (current US$),177.5596287,1999
Turkmenistan,TKM,GDP per capita (current US$),548.6879133,1999
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),3956.800214,1999
Timor-Leste,TLS,GDP per capita (current US$),0.0,1999
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita (current US$),1626.583647,1999
Tonga,TON,GDP per capita (current US$),2043.751046,1999
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),438.310721,1999
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),579.609234,1999
Trinidad and Tobago,TTO,GDP per capita (current US$),5387.164386,1999
Tunisia,TUN,GDP per capita (current US$),2386.589492,1999
Turkey,TUR,GDP per capita (current US$),4116.17056,1999
Tuvalu,TUV,GDP per capita (current US$),1464.805341,1999
Tanzania,TZA,GDP per capita (current US$),400.2636718,1999
Uganda,UGA,GDP per capita (current US$),261.3479065,1999
Ukraine,UKR,GDP per capita (current US$),635.7644092,1999
Upper middle income,UMC,GDP per capita (current US$),1797.821109,1999
Uruguay,URY,GDP per capita (current US$),7250.27477,1999
United States,USA,GDP per capita (current US$),34513.5615,1999
Uzbekistan,UZB,GDP per capita (current US$),702.4807441,1999
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),3625.720503,1999
"Venezuela, RB",VEN,GDP per capita (current US$),4127.108981,1999
British Virgin Islands,VGB,GDP per capita (current US$),0.0,1999
Virgin Islands (U.S.),VIR,GDP per capita (current US$),0.0,1999
Vietnam,VNM,GDP per capita (current US$),362.9195028,1999
Vanuatu,VUT,GDP per capita (current US$),1478.58574,1999
World,WLD,GDP per capita (current US$),5399.422428,1999
Samoa,WSM,GDP per capita (current US$),1490.926388,1999
Kosovo,XKX,GDP per capita (current US$),0.0,1999
"Yemen, Rep.",YEM,GDP per capita (current US$),451.5709253,1999
South Africa,ZAF,GDP per capita (current US$),3081.561385,1999
Zambia,ZMB,GDP per capita (current US$),335.7122914,1999
Zimbabwe,ZWE,GDP per capita (current US$),580.0705709,1999
Aruba,ABW,GDP per capita (current US$),20617.75047,2000
Africa Eastern and Southern,AFE,GDP per capita (current US$),672.2054736,2000
Afghanistan,AFG,GDP per capita (current US$),0.0,2000
Africa Western and Central,AFW,GDP per capita (current US$),502.031662,2000
Angola,AGO,GDP per capita (current US$),556.8386317,2000
Albania,ALB,GDP per capita (current US$),1126.683318,2000
Andorra,AND,GDP per capita (current US$),21854.2468,2000
Arab World,ARB,GDP per capita (current US$),2678.314514,2000
