Country Name,Country Code,Indicator Name,PopulationDepedency,Year
Poland,POL,Age dependency ratio (% of working-age population),54.13772471,1989
Pre-demographic dividend,PRE,Age dependency ratio (% of working-age population),96.32561317,1989
Puerto Rico,PRI,Age dependency ratio (% of working-age population),59.29783809,1989
"Korea, Dem. People's Rep.",PRK,Age dependency ratio (% of working-age population),46.74583092,1989
Portugal,PRT,Age dependency ratio (% of working-age population),52.82139921,1989
Paraguay,PRY,Age dependency ratio (% of working-age population),83.56251149,1989
West Bank and Gaza,PSE,Age dependency ratio (% of working-age population),0.0,1989
Pacific island small states,PSS,Age dependency ratio (% of working-age population),80.19249627,1989
Post-demographic dividend,PST,Age dependency ratio (% of working-age population),48.85153356,1989
French Polynesia,PYF,Age dependency ratio (% of working-age population),63.35305753,1989
Qatar,QAT,Age dependency ratio (% of working-age population),42.58651307,1989
Romania,ROU,Age dependency ratio (% of working-age population),52.30234952,1989
Russian Federation,RUS,Age dependency ratio (% of working-age population),49.39660392,1989
Rwanda,RWA,Age dependency ratio (% of working-age population),109.0575839,1989
South Asia,SAS,Age dependency ratio (% of working-age population),75.27414094,1989
Saudi Arabia,SAU,Age dependency ratio (% of working-age population),81.26300931,1989
Sudan,SDN,Age dependency ratio (% of working-age population),94.89346411,1989
Senegal,SEN,Age dependency ratio (% of working-age population),99.84575494,1989
Singapore,SGP,Age dependency ratio (% of working-age population),37.754715,1989
Solomon Islands,SLB,Age dependency ratio (% of working-age population),95.39588555,1989
Sierra Leone,SLE,Age dependency ratio (% of working-age population),90.9765833,1989
El Salvador,SLV,Age dependency ratio (% of working-age population),80.82438647,1989
San Marino,SMR,Age dependency ratio (% of working-age population),0.0,1989
Somalia,SOM,Age dependency ratio (% of working-age population),89.12142511,1989
Serbia,SRB,Age dependency ratio (% of working-age population),49.94371919,1989
Sub-Saharan Africa (excluding high income),SSA,Age dependency ratio (% of working-age population),94.99226507,1989
South Sudan,SSD,Age dependency ratio (% of working-age population),89.48211971,1989
Sub-Saharan Africa,SSF,Age dependency ratio (% of working-age population),94.98928064,1989
Small states,SST,Age dependency ratio (% of working-age population),77.12280802,1989
Sao Tome and Principe,STP,Age dependency ratio (% of working-age population),108.9573153,1989
Suriname,SUR,Age dependency ratio (% of working-age population),64.15130219,1989
Slovak Republic,SVK,Age dependency ratio (% of working-age population),55.87035911,1989
Slovenia,SVN,Age dependency ratio (% of working-age population),46.25817796,1989
Sweden,SWE,Age dependency ratio (% of working-age population),55.41262015,1989
Eswatini,SWZ,Age dependency ratio (% of working-age population),106.9550996,1989
Sint Maarten (Dutch part),SXM,Age dependency ratio (% of working-age population),0.0,1989
Seychelles,SYC,Age dependency ratio (% of working-age population),73.61630563,1989
Syrian Arab Republic,SYR,Age dependency ratio (% of working-age population),102.1138194,1989
Turks and Caicos Islands,TCA,Age dependency ratio (% of working-age population),0.0,1989
Chad,TCD,Age dependency ratio (% of working-age population),102.6005041,1989
East Asia & Pacific (IDA & IBRD countries),TEA,Age dependency ratio (% of working-age population),57.8436906,1989
Europe & Central Asia (IDA & IBRD countries),TEC,Age dependency ratio (% of working-age population),55.73656952,1989
Togo,TGO,Age dependency ratio (% of working-age population),97.15477373,1989
Thailand,THA,Age dependency ratio (% of working-age population),54.88955391,1989
Tajikistan,TJK,Age dependency ratio (% of working-age population),90.64999567,1989
Turkmenistan,TKM,Age dependency ratio (% of working-age population),79.78767622,1989
Latin America & the Caribbean (IDA & IBRD countries),TLA,Age dependency ratio (% of working-age population),71.83136211,1989
Timor-Leste,TLS,Age dependency ratio (% of working-age population),68.95930793,1989
Middle East & North Africa (IDA & IBRD countries),TMN,Age dependency ratio (% of working-age population),90.60781131,1989
Tonga,TON,Age dependency ratio (% of working-age population),77.81443917,1989
South Asia (IDA & IBRD),TSA,Age dependency ratio (% of working-age population),75.27414094,1989
Sub-Saharan Africa (IDA & IBRD countries),TSS,Age dependency ratio (% of working-age population),94.98928064,1989
Trinidad and Tobago,TTO,Age dependency ratio (% of working-age population),65.42634665,1989
Tunisia,TUN,Age dependency ratio (% of working-age population),73.81430907,1989
Turkey,TUR,Age dependency ratio (% of working-age population),69.09115792,1989
Tuvalu,TUV,Age dependency ratio (% of working-age population),0.0,1989
Tanzania,TZA,Age dependency ratio (% of working-age population),94.06557899,1989
Uganda,UGA,Age dependency ratio (% of working-age population),102.0664902,1989
Ukraine,UKR,Age dependency ratio (% of working-age population),49.59328846,1989
Upper middle income,UMC,Age dependency ratio (% of working-age population),57.78625247,1989
Uruguay,URY,Age dependency ratio (% of working-age population),60.56001006,1989
United States,USA,Age dependency ratio (% of working-age population),51.96227796,1989
Uzbekistan,UZB,Age dependency ratio (% of working-age population),81.21108472,1989
St. Vincent and the Grenadines,VCT,Age dependency ratio (% of working-age population),79.34840871,1989
"Venezuela, RB",VEN,Age dependency ratio (% of working-age population),72.19184029,1989
British Virgin Islands,VGB,Age dependency ratio (% of working-age population),0.0,1989
Virgin Islands (U.S.),VIR,Age dependency ratio (% of working-age population),56.17571139,1989
Vietnam,VNM,Age dependency ratio (% of working-age population),76.37028302,1989
Vanuatu,VUT,Age dependency ratio (% of working-age population),89.94546422,1989
World,WLD,Age dependency ratio (% of working-age population),65.94247836,1989
Samoa,WSM,Age dependency ratio (% of working-age population),80.15196689,1989
Kosovo,XKX,Age dependency ratio (% of working-age population),0.0,1989
"Yemen, Rep.",YEM,Age dependency ratio (% of working-age population),117.4261591,1989
South Africa,ZAF,Age dependency ratio (% of working-age population),79.54691882,1989
Zambia,ZMB,Age dependency ratio (% of working-age population),100.1983757,1989
Zimbabwe,ZWE,Age dependency ratio (% of working-age population),96.05531876,1989
Aruba,ABW,Age dependency ratio (% of working-age population),47.49982201,1990
Africa Eastern and Southern,AFE,Age dependency ratio (% of working-age population),94.78191439,1990
Afghanistan,AFG,Age dependency ratio (% of working-age population),102.1866958,1990
Africa Western and Central,AFW,Age dependency ratio (% of working-age population),94.17614181,1990
Angola,AGO,Age dependency ratio (% of working-age population),100.1182294,1990
Albania,ALB,Age dependency ratio (% of working-age population),61.99490929,1990
Andorra,AND,Age dependency ratio (% of working-age population),0.0,1990
Arab World,ARB,Age dependency ratio (% of working-age population),87.332053,1990
United Arab Emirates,ARE,Age dependency ratio (% of working-age population),47.63378132,1990
Argentina,ARG,Age dependency ratio (% of working-age population),65.86059922,1990
Armenia,ARM,Age dependency ratio (% of working-age population),55.46287386,1990
American Samoa,ASM,Age dependency ratio (% of working-age population),0.0,1990
Antigua and Barbuda,ATG,Age dependency ratio (% of working-age population),63.25875258,1990
Australia,AUS,Age dependency ratio (% of working-age population),49.58453173,1990
Austria,AUT,Age dependency ratio (% of working-age population),46.73898772,1990
Azerbaijan,AZE,Age dependency ratio (% of working-age population),60.88491435,1990
Burundi,BDI,Age dependency ratio (% of working-age population),102.709787,1990
Belgium,BEL,Age dependency ratio (% of working-age population),49.07035354,1990
Benin,BEN,Age dependency ratio (% of working-age population),98.18099815,1990
Burkina Faso,BFA,Age dependency ratio (% of working-age population),102.1677828,1990
Bangladesh,BGD,Age dependency ratio (% of working-age population),82.60450321,1990
Bulgaria,BGR,Age dependency ratio (% of working-age population),50.36093711,1990
Bahrain,BHR,Age dependency ratio (% of working-age population),53.54537686,1990
"Bahamas, The",BHS,Age dependency ratio (% of working-age population),57.99414213,1990
Bosnia and Herzegovina,BIH,Age dependency ratio (% of working-age population),44.39390219,1990
Belarus,BLR,Age dependency ratio (% of working-age population),50.60683958,1990
Belize,BLZ,Age dependency ratio (% of working-age population),90.80338159,1990
Bermuda,BMU,Age dependency ratio (% of working-age population),0.0,1990
Bolivia,BOL,Age dependency ratio (% of working-age population),79.83399348,1990
Brazil,BRA,Age dependency ratio (% of working-age population),65.07213939,1990
Barbados,BRB,Age dependency ratio (% of working-age population),52.23184855,1990
Brunei Darussalam,BRN,Age dependency ratio (% of working-age population),59.37596255,1990
Bhutan,BTN,Age dependency ratio (% of working-age population),86.10295948,1990
Botswana,BWA,Age dependency ratio (% of working-age population),93.24142488,1990
Central African Republic,CAF,Age dependency ratio (% of working-age population),91.32919646,1990
Canada,CAN,Age dependency ratio (% of working-age population),46.93979791,1990
Central Europe and the Baltics,CEB,Age dependency ratio (% of working-age population),52.12452254,1990
Switzerland,CHE,Age dependency ratio (% of working-age population),46.25610106,1990
Channel Islands,CHI,Age dependency ratio (% of working-age population),44.3448014,1990
Chile,CHL,Age dependency ratio (% of working-age population),56.37016849,1990
China,CHN,Age dependency ratio (% of working-age population),52.02161163,1990
Cote d'Ivoire,CIV,Age dependency ratio (% of working-age population),91.46773746,1990
Cameroon,CMR,Age dependency ratio (% of working-age population),99.39346238,1990
"Congo, Dem. Rep.",COD,Age dependency ratio (% of working-age population),92.55759172,1990
"Congo, Rep.",COG,Age dependency ratio (% of working-age population),90.63989918,1990
Colombia,COL,Age dependency ratio (% of working-age population),67.23362042,1990
Comoros,COM,Age dependency ratio (% of working-age population),96.4321337,1990
Cabo Verde,CPV,Age dependency ratio (% of working-age population),101.3500712,1990
Costa Rica,CRI,Age dependency ratio (% of working-age population),67.22656596,1990
Caribbean small states,CSS,Age dependency ratio (% of working-age population),69.17789059,1990
Cuba,CUB,Age dependency ratio (% of working-age population),47.59680961,1990
Curacao,CUW,Age dependency ratio (% of working-age population),53.27366834,1990
Cayman Islands,CYM,Age dependency ratio (% of working-age population),0.0,1990
Cyprus,CYP,Age dependency ratio (% of working-age population),54.79092758,1990
Czech Republic,CZE,Age dependency ratio (% of working-age population),52.05688407,1990
Germany,DEU,Age dependency ratio (% of working-age population),44.62404599,1990
Djibouti,DJI,Age dependency ratio (% of working-age population),90.83348417,1990
Dominica,DMA,Age dependency ratio (% of working-age population),0.0,1990
Denmark,DNK,Age dependency ratio (% of working-age population),48.43464698,1990
Dominican Republic,DOM,Age dependency ratio (% of working-age population),73.01058195,1990
Algeria,DZA,Age dependency ratio (% of working-age population),87.64612325,1990
East Asia & Pacific (excluding high income),EAP,Age dependency ratio (% of working-age population),56.89548768,1990
Early-demographic dividend,EAR,Age dependency ratio (% of working-age population),76.80657494,1990
East Asia & Pacific,EAS,Age dependency ratio (% of working-age population),55.47256987,1990
Europe & Central Asia (excluding high income),ECA,Age dependency ratio (% of working-age population),56.07105937,1990
Europe & Central Asia,ECS,Age dependency ratio (% of working-age population),52.51250563,1990
Ecuador,ECU,Age dependency ratio (% of working-age population),73.8896423,1990
"Egypt, Arab Rep.",EGY,Age dependency ratio (% of working-age population),83.01056698,1990
Euro area,EMU,Age dependency ratio (% of working-age population),48.0857964,1990
Eritrea,ERI,Age dependency ratio (% of working-age population),92.06051995,1990
Spain,ESP,Age dependency ratio (% of working-age population),50.11616942,1990
Estonia,EST,Age dependency ratio (% of working-age population),51.16045411,1990
Ethiopia,ETH,Age dependency ratio (% of working-age population),97.86258386,1990
European Union,EUU,Age dependency ratio (% of working-age population),49.18477222,1990
Fragile and conflict affected situations,FCS,Age dependency ratio (% of working-age population),91.47863144,1990
Finland,FIN,Age dependency ratio (% of working-age population),48.68126137,1990
Fiji,FJI,Age dependency ratio (% of working-age population),70.56534778,1990
France,FRA,Age dependency ratio (% of working-age population),51.78473298,1990
Faroe Islands,FRO,Age dependency ratio (% of working-age population),0.0,1990
"Micronesia, Fed. Sts.",FSM,Age dependency ratio (% of working-age population),91.02251314,1990
Gabon,GAB,Age dependency ratio (% of working-age population),90.05292297,1990
United Kingdom,GBR,Age dependency ratio (% of working-age population),53.17417424,1990
Georgia,GEO,Age dependency ratio (% of working-age population),51.90664669,1990
Ghana,GHA,Age dependency ratio (% of working-age population),88.72642113,1990
Gibraltar,GIB,Age dependency ratio (% of working-age population),0.0,1990
Guinea,GIN,Age dependency ratio (% of working-age population),94.14088526,1990
"Gambia, The",GMB,Age dependency ratio (% of working-age population),85.92319052,1990
Guinea-Bissau,GNB,Age dependency ratio (% of working-age population),99.21703445,1990
Equatorial Guinea,GNQ,Age dependency ratio (% of working-age population),89.30948833,1990
Greece,GRC,Age dependency ratio (% of working-age population),49.71899038,1990
Grenada,GRD,Age dependency ratio (% of working-age population),88.18840721,1990
Greenland,GRL,Age dependency ratio (% of working-age population),0.0,1990
Guatemala,GTM,Age dependency ratio (% of working-age population),96.89385901,1990
Guam,GUM,Age dependency ratio (% of working-age population),51.14447225,1990
Guyana,GUY,Age dependency ratio (% of working-age population),66.90528263,1990
High income,HIC,Age dependency ratio (% of working-age population),49.99748456,1990
"Hong Kong SAR, China",HKG,Age dependency ratio (% of working-age population),41.98503264,1990
Honduras,HND,Age dependency ratio (% of working-age population),97.02112669,1990
Heavily indebted poor countries (HIPC),HPC,Age dependency ratio (% of working-age population),96.03333409,1990
Croatia,HRV,Age dependency ratio (% of working-age population),45.69814901,1990
Haiti,HTI,Age dependency ratio (% of working-age population),89.69068025,1990
Hungary,HUN,Age dependency ratio (% of working-age population),51.22039107,1990
IBRD only,IBD,Age dependency ratio (% of working-age population),63.74765198,1990
IDA & IBRD total,IBT,Age dependency ratio (% of working-age population),69.08530414,1990
IDA total,IDA,Age dependency ratio (% of working-age population),91.38105752,1990
IDA blend,IDB,Age dependency ratio (% of working-age population),91.02879435,1990
Indonesia,IDN,Age dependency ratio (% of working-age population),67.29436829,1990
IDA only,IDX,Age dependency ratio (% of working-age population),91.55843239,1990
Isle of Man,IMN,Age dependency ratio (% of working-age population),0.0,1990
India,IND,Age dependency ratio (% of working-age population),71.73307131,1990
Not classified,INX,Age dependency ratio (% of working-age population),0.0,1990
Ireland,IRL,Age dependency ratio (% of working-age population),63.25795412,1990
"Iran, Islamic Rep.",IRN,Age dependency ratio (% of working-age population),95.47671103,1990
Iraq,IRQ,Age dependency ratio (% of working-age population),98.4890703,1990
Iceland,ISL,Age dependency ratio (% of working-age population),55.30594832,1990
Israel,ISR,Age dependency ratio (% of working-age population),67.17021013,1990
Italy,ITA,Age dependency ratio (% of working-age population),45.65592087,1990
Jamaica,JAM,Age dependency ratio (% of working-age population),72.73248996,1990
Jordan,JOR,Age dependency ratio (% of working-age population),95.94632243,1990
Japan,JPN,Age dependency ratio (% of working-age population),43.5616549,1990
Kazakhstan,KAZ,Age dependency ratio (% of working-age population),59.47508621,1990
Kenya,KEN,Age dependency ratio (% of working-age population),106.5787971,1990
Kyrgyz Republic,KGZ,Age dependency ratio (% of working-age population),73.80758623,1990
Cambodia,KHM,Age dependency ratio (% of working-age population),89.3409706,1990
Kiribati,KIR,Age dependency ratio (% of working-age population),77.66080149,1990
St. Kitts and Nevis,KNA,Age dependency ratio (% of working-age population),0.0,1990
"Korea, Rep.",KOR,Age dependency ratio (% of working-age population),44.23899904,1990
Kuwait,KWT,Age dependency ratio (% of working-age population),56.82348891,1990
Latin America & Caribbean (excluding high income),LAC,Age dependency ratio (% of working-age population),70.92568378,1990
Lao PDR,LAO,Age dependency ratio (% of working-age population),91.54303732,1990
Lebanon,LBN,Age dependency ratio (% of working-age population),73.96090114,1990
Liberia,LBR,Age dependency ratio (% of working-age population),93.08826142,1990
Libya,LBY,Age dependency ratio (% of working-age population),81.3555075,1990
St. Lucia,LCA,Age dependency ratio (% of working-age population),78.45053851,1990
Latin America & Caribbean,LCN,Age dependency ratio (% of working-age population),70.28964367,1990
Least developed countries: UN classification,LDC,Age dependency ratio (% of working-age population),91.70074316,1990
Low income,LIC,Age dependency ratio (% of working-age population),94.55499016,1990
Liechtenstein,LIE,Age dependency ratio (% of working-age population),0.0,1990
Sri Lanka,LKA,Age dependency ratio (% of working-age population),60.19257019,1990
Lower middle income,LMC,Age dependency ratio (% of working-age population),77.08756869,1990
Low & middle income,LMY,Age dependency ratio (% of working-age population),69.1344563,1990
Lesotho,LSO,Age dependency ratio (% of working-age population),98.19378299,1990
Late-demographic dividend,LTE,Age dependency ratio (% of working-age population),55.14600638,1990
Lithuania,LTU,Age dependency ratio (% of working-age population),50.24850192,1990
Luxembourg,LUX,Age dependency ratio (% of working-age population),44.41040768,1990
Latvia,LVA,Age dependency ratio (% of working-age population),49.99729648,1990
"Macao SAR, China",MAC,Age dependency ratio (% of working-age population),47.13615666,1990
St. Martin (French part),MAF,Age dependency ratio (% of working-age population),0.0,1990
Morocco,MAR,Age dependency ratio (% of working-age population),77.23890256,1990
Monaco,MCO,Age dependency ratio (% of working-age population),0.0,1990
Moldova,MDA,Age dependency ratio (% of working-age population),56.75850476,1990
Madagascar,MDG,Age dependency ratio (% of working-age population),94.50616916,1990
Maldives,MDV,Age dependency ratio (% of working-age population),101.2245266,1990
Middle East & North Africa,MEA,Age dependency ratio (% of working-age population),88.088825,1990
Mexico,MEX,Age dependency ratio (% of working-age population),77.01100685,1990
Marshall Islands,MHL,Age dependency ratio (% of working-age population),0.0,1990
Middle income,MIC,Age dependency ratio (% of working-age population),67.26864444,1990
North Macedonia,MKD,Age dependency ratio (% of working-age population),50.13970651,1990
Mali,MLI,Age dependency ratio (% of working-age population),102.2329858,1990
Malta,MLT,Age dependency ratio (% of working-age population),51.31612115,1990
Myanmar,MMR,Age dependency ratio (% of working-age population),71.31190083,1990
Middle East & North Africa (excluding high income),MNA,Age dependency ratio (% of working-age population),89.83822806,1990
Montenegro,MNE,Age dependency ratio (% of working-age population),50.7925416,1990
Mongolia,MNG,Age dependency ratio (% of working-age population),80.4807388,1990
Northern Mariana Islands,MNP,Age dependency ratio (% of working-age population),0.0,1990
Mozambique,MOZ,Age dependency ratio (% of working-age population),101.0192672,1990
Mauritania,MRT,Age dependency ratio (% of working-age population),92.09622058,1990
Mauritius,MUS,Age dependency ratio (% of working-age population),50.81856759,1990
Malawi,MWI,Age dependency ratio (% of working-age population),91.92678843,1990
Malaysia,MYS,Age dependency ratio (% of working-age population),68.71680958,1990
North America,NAC,Age dependency ratio (% of working-age population),51.68580478,1990
Namibia,NAM,Age dependency ratio (% of working-age population),91.57453818,1990
New Caledonia,NCL,Age dependency ratio (% of working-age population),58.80390645,1990
Niger,NER,Age dependency ratio (% of working-age population),102.7984684,1990
Nigeria,NGA,Age dependency ratio (% of working-age population),91.77358643,1990
Nicaragua,NIC,Age dependency ratio (% of working-age population),96.20913441,1990
Netherlands,NLD,Age dependency ratio (% of working-age population),44.78769489,1990
Norway,NOR,Age dependency ratio (% of working-age population),54.51468819,1990
Nepal,NPL,Age dependency ratio (% of working-age population),85.03348576,1990
Nauru,NRU,Age dependency ratio (% of working-age population),0.0,1990
New Zealand,NZL,Age dependency ratio (% of working-age population),52.33265961,1990
OECD members,OED,Age dependency ratio (% of working-age population),52.9313083,1990
Oman,OMN,Age dependency ratio (% of working-age population),90.60339859,1990
Other small states,OSS,Age dependency ratio (% of working-age population),78.88610369,1990
Pakistan,PAK,Age dependency ratio (% of working-age population),88.34349731,1990
Panama,PAN,Age dependency ratio (% of working-age population),68.44403664,1990
Peru,PER,Age dependency ratio (% of working-age population),75.49568946,1990
Philippines,PHL,Age dependency ratio (% of working-age population),78.82081723,1990
Palau,PLW,Age dependency ratio (% of working-age population),0.0,1990
Papua New Guinea,PNG,Age dependency ratio (% of working-age population),81.54762818,1990
Poland,POL,Age dependency ratio (% of working-age population),54.01334954,1990
Pre-demographic dividend,PRE,Age dependency ratio (% of working-age population),96.00561554,1990
Puerto Rico,PRI,Age dependency ratio (% of working-age population),58.71042952,1990
"Korea, Dem. People's Rep.",PRK,Age dependency ratio (% of working-age population),45.91183062,1990
Portugal,PRT,Age dependency ratio (% of working-age population),51.98124687,1990
Paraguay,PRY,Age dependency ratio (% of working-age population),83.40935196,1990
West Bank and Gaza,PSE,Age dependency ratio (% of working-age population),102.6231181,1990
Pacific island small states,PSS,Age dependency ratio (% of working-age population),79.57805785,1990
Post-demographic dividend,PST,Age dependency ratio (% of working-age population),48.7972836,1990
French Polynesia,PYF,Age dependency ratio (% of working-age population),63.13796537,1990
Qatar,QAT,Age dependency ratio (% of working-age population),42.03045927,1990
Romania,ROU,Age dependency ratio (% of working-age population),51.86876095,1990
Russian Federation,RUS,Age dependency ratio (% of working-age population),49.71107478,1990
Rwanda,RWA,Age dependency ratio (% of working-age population),106.5793572,1990
South Asia,SAS,Age dependency ratio (% of working-age population),74.69154529,1990
Saudi Arabia,SAU,Age dependency ratio (% of working-age population),81.23141639,1990
Sudan,SDN,Age dependency ratio (% of working-age population),93.94781612,1990
Senegal,SEN,Age dependency ratio (% of working-age population),99.23079815,1990
Singapore,SGP,Age dependency ratio (% of working-age population),37.09874371,1990
Solomon Islands,SLB,Age dependency ratio (% of working-age population),93.23576611,1990
Sierra Leone,SLE,Age dependency ratio (% of working-age population),90.56446792,1990
El Salvador,SLV,Age dependency ratio (% of working-age population),79.64932399,1990
San Marino,SMR,Age dependency ratio (% of working-age population),0.0,1990
Somalia,SOM,Age dependency ratio (% of working-age population),89.16752391,1990
Serbia,SRB,Age dependency ratio (% of working-age population),50.05712694,1990
Sub-Saharan Africa (excluding high income),SSA,Age dependency ratio (% of working-age population),94.5412079,1990
South Sudan,SSD,Age dependency ratio (% of working-age population),88.9494913,1990
Sub-Saharan Africa,SSF,Age dependency ratio (% of working-age population),94.53838881,1990
Small states,SST,Age dependency ratio (% of working-age population),76.63286147,1990
Sao Tome and Principe,STP,Age dependency ratio (% of working-age population),109.1054201,1990
Suriname,SUR,Age dependency ratio (% of working-age population),63.98424789,1990
Slovak Republic,SVK,Age dependency ratio (% of working-age population),55.34138281,1990
Slovenia,SVN,Age dependency ratio (% of working-age population),45.70503743,1990
Sweden,SWE,Age dependency ratio (% of working-age population),55.63878232,1990
Eswatini,SWZ,Age dependency ratio (% of working-age population),104.8547075,1990
Sint Maarten (Dutch part),SXM,Age dependency ratio (% of working-age population),0.0,1990
Seychelles,SYC,Age dependency ratio (% of working-age population),73.87867417,1990
Syrian Arab Republic,SYR,Age dependency ratio (% of working-age population),100.3973597,1990
Turks and Caicos Islands,TCA,Age dependency ratio (% of working-age population),0.0,1990
Chad,TCD,Age dependency ratio (% of working-age population),102.8895321,1990
East Asia & Pacific (IDA & IBRD countries),TEA,Age dependency ratio (% of working-age population),57.03613208,1990
Europe & Central Asia (IDA & IBRD countries),TEC,Age dependency ratio (% of working-age population),55.77022476,1990
Togo,TGO,Age dependency ratio (% of working-age population),96.18912867,1990
Thailand,THA,Age dependency ratio (% of working-age population),53.2140835,1990
Tajikistan,TJK,Age dependency ratio (% of working-age population),91.03212376,1990
Turkmenistan,TKM,Age dependency ratio (% of working-age population),79.73153288,1990
Latin America & the Caribbean (IDA & IBRD countries),TLA,Age dependency ratio (% of working-age population),70.98079626,1990
Timor-Leste,TLS,Age dependency ratio (% of working-age population),69.81033066,1990
Middle East & North Africa (IDA & IBRD countries),TMN,Age dependency ratio (% of working-age population),89.72546011,1990
Tonga,TON,Age dependency ratio (% of working-age population),78.00516777,1990
South Asia (IDA & IBRD),TSA,Age dependency ratio (% of working-age population),74.69154529,1990
Sub-Saharan Africa (IDA & IBRD countries),TSS,Age dependency ratio (% of working-age population),94.53838881,1990
Trinidad and Tobago,TTO,Age dependency ratio (% of working-age population),64.77697939,1990
Tunisia,TUN,Age dependency ratio (% of working-age population),72.66100397,1990
Turkey,TUR,Age dependency ratio (% of working-age population),67.78415297,1990
Tuvalu,TUV,Age dependency ratio (% of working-age population),0.0,1990
Tanzania,TZA,Age dependency ratio (% of working-age population),93.57266373,1990
Uganda,UGA,Age dependency ratio (% of working-age population),102.381149,1990
Ukraine,UKR,Age dependency ratio (% of working-age population),49.74617568,1990
Upper middle income,UMC,Age dependency ratio (% of working-age population),57.14895571,1990
Uruguay,URY,Age dependency ratio (% of working-age population),60.36907189,1990
United States,USA,Age dependency ratio (% of working-age population),52.21228804,1990
Uzbekistan,UZB,Age dependency ratio (% of working-age population),81.14135659,1990
St. Vincent and the Grenadines,VCT,Age dependency ratio (% of working-age population),79.00512923,1990
"Venezuela, RB",VEN,Age dependency ratio (% of working-age population),71.45196962,1990
British Virgin Islands,VGB,Age dependency ratio (% of working-age population),0.0,1990
Virgin Islands (U.S.),VIR,Age dependency ratio (% of working-age population),53.861181,1990
Vietnam,VNM,Age dependency ratio (% of working-age population),75.44339232,1990
Vanuatu,VUT,Age dependency ratio (% of working-age population),90.15217363,1990
World,WLD,Age dependency ratio (% of working-age population),65.51303651,1990
Samoa,WSM,Age dependency ratio (% of working-age population),79.22978686,1990
Kosovo,XKX,Age dependency ratio (% of working-age population),0.0,1990
"Yemen, Rep.",YEM,Age dependency ratio (% of working-age population),117.8846263,1990
South Africa,ZAF,Age dependency ratio (% of working-age population),78.8495834,1990
Zambia,ZMB,Age dependency ratio (% of working-age population),99.19391497,1990
Zimbabwe,ZWE,Age dependency ratio (% of working-age population),93.76539039,1990
Aruba,ABW,Age dependency ratio (% of working-age population),45.93514295,1991
Africa Eastern and Southern,AFE,Age dependency ratio (% of working-age population),94.61957719,1991
Afghanistan,AFG,Age dependency ratio (% of working-age population),101.8558297,1991
Africa Western and Central,AFW,Age dependency ratio (% of working-age population),94.20381778,1991
Angola,AGO,Age dependency ratio (% of working-age population),100.5954371,1991
Albania,ALB,Age dependency ratio (% of working-age population),62.71540506,1991
Andorra,AND,Age dependency ratio (% of working-age population),0.0,1991
Arab World,ARB,Age dependency ratio (% of working-age population),86.51016994,1991
United Arab Emirates,ARE,Age dependency ratio (% of working-age population),45.95140526,1991
Argentina,ARG,Age dependency ratio (% of working-age population),65.86810731,1991
Armenia,ARM,Age dependency ratio (% of working-age population),56.49951647,1991
American Samoa,ASM,Age dependency ratio (% of working-age population),0.0,1991
Antigua and Barbuda,ATG,Age dependency ratio (% of working-age population),62.21806917,1991
Australia,AUS,Age dependency ratio (% of working-age population),49.56553396,1991
Austria,AUT,Age dependency ratio (% of working-age population),47.1297718,1991
Azerbaijan,AZE,Age dependency ratio (% of working-age population),61.85033374,1991
Burundi,BDI,Age dependency ratio (% of working-age population),105.7792781,1991
Belgium,BEL,Age dependency ratio (% of working-age population),49.47158594,1991
Benin,BEN,Age dependency ratio (% of working-age population),97.98573056,1991
Burkina Faso,BFA,Age dependency ratio (% of working-age population),102.4088889,1991
Bangladesh,BGD,Age dependency ratio (% of working-age population),81.51899725,1991
Bulgaria,BGR,Age dependency ratio (% of working-age population),50.61233384,1991
Bahrain,BHR,Age dependency ratio (% of working-age population),53.10604991,1991
"Bahamas, The",BHS,Age dependency ratio (% of working-age population),57.00235798,1991
Bosnia and Herzegovina,BIH,Age dependency ratio (% of working-age population),44.31862585,1991
Belarus,BLR,Age dependency ratio (% of working-age population),51.16167925,1991
Belize,BLZ,Age dependency ratio (% of working-age population),90.35644215,1991
Bermuda,BMU,Age dependency ratio (% of working-age population),0.0,1991
Bolivia,BOL,Age dependency ratio (% of working-age population),79.70093312,1991
Brazil,BRA,Age dependency ratio (% of working-age population),64.09760777,1991
Barbados,BRB,Age dependency ratio (% of working-age population),51.52267231,1991
Brunei Darussalam,BRN,Age dependency ratio (% of working-age population),58.7727983,1991
Bhutan,BTN,Age dependency ratio (% of working-age population),86.39377754,1991
Botswana,BWA,Age dependency ratio (% of working-age population),91.36925761,1991
Central African Republic,CAF,Age dependency ratio (% of working-age population),91.34607331,1991
Canada,CAN,Age dependency ratio (% of working-age population),47.20882864,1991
Central Europe and the Baltics,CEB,Age dependency ratio (% of working-age population),52.07192364,1991
Switzerland,CHE,Age dependency ratio (% of working-age population),46.48157654,1991
Channel Islands,CHI,Age dependency ratio (% of working-age population),44.7524327,1991
Chile,CHL,Age dependency ratio (% of working-age population),56.38312086,1991
China,CHN,Age dependency ratio (% of working-age population),52.08325862,1991
Cote d'Ivoire,CIV,Age dependency ratio (% of working-age population),91.19560781,1991
Cameroon,CMR,Age dependency ratio (% of working-age population),99.68498963,1991
"Congo, Dem. Rep.",COD,Age dependency ratio (% of working-age population),93.10564537,1991
